Student_ID,Gender,Age,Study_Hours_Daily,Phone_Usage_Hours_Daily,Sleep_Hours_Daily,AI_Tool_Usage_Hours_Daily,Attendance_Pct,Focus_Score,Productivity_Score,Exam_Score
STU02452,Male,18,3.6,2.4,7.4,1.8,78.0,76.5,68.1,78.3
STU02453,Female,18,4.2,0.5,7.2,2.6,77.1,83.0,76.6,83.4
STU02454,Male,21,2.1,4.9,6.2,0.9,75.7,73.4,60.2,67.5
STU02455,Male,18,7.5,0.0,8.2,1.6,92.8,87.5,89.8,100.0
STU02456,Male,20,1.3,5.6,4.0,0.2,71.4,54.2,56.1,67.7
STU02457,Male,19,0.0,9.7,7.2,0.0,38.4,56.1,41.1,39.0
STU02458,Male,25,0.9,8.1,4.4,0.0,45.7,54.0,54.2,53.1
STU02459,Male,21,1.7,6.4,6.9,0.0,70.2,61.9,52.9,65.2
STU02460,Female,21,5.2,2.5,7.8,1.4,95.1,70.6,76.8,86.8
STU02461,Male,19,6.6,2.8,8.1,2.0,79.1,79.9,83.4,92.7
STU02462,Male,25,0.0,6.6,6.0,0.6,37.3,61.7,48.5,41.4
STU02463,Male,18,4.0,4.7,5.5,1.6,74.9,60.2,70.4,77.5
STU02464,Male,25,2.1,6.1,5.0,0.0,34.9,60.3,57.4,52.5
STU02465,Female,18,7.1,0.0,8.3,1.1,98.6,89.8,90.9,99.3
STU02466,Female,23,2.7,4.1,5.8,2.2,70.5,64.8,61.9,71.1
STU02467,Male,18,0.2,10.7,5.9,0.0,41.9,56.2,51.8,53.2
STU02468,Female,18,1.2,12.0,7.0,0.0,49.2,53.8,46.4,55.7
STU02469,Male,24,0.9,7.0,5.4,1.2,68.4,64.1,54.9,64.1
STU02470,Female,23,2.1,5.5,6.6,2.0,68.4,61.7,62.4,72.7
STU02471,Male,18,6.9,4.5,9.7,3.0,100.0,86.6,90.6,100.0
STU02472,Male,24,5.4,1.1,6.3,2.3,92.5,79.1,78.1,84.8
STU02473,Female,25,0.0,8.4,6.3,0.0,46.6,53.7,45.1,51.5
STU02474,Female,23,3.2,3.2,6.4,1.1,93.5,73.9,65.9,79.6
STU02475,Female,25,2.8,5.4,5.3,0.1,69.8,57.9,64.9,71.6
STU02476,Male,20,2.0,9.7,6.4,0.8,51.9,58.3,60.0,56.7
STU02477,Male,25,1.1,6.3,5.4,1.4,79.7,63.5,59.6,61.6
STU02478,Female,24,4.4,3.8,9.2,2.3,99.2,74.5,76.2,89.9
STU02479,Male,23,1.4,5.0,6.3,1.1,81.7,71.9,58.2,63.4
STU02480,Male,22,0.7,8.2,5.0,0.1,44.7,48.1,50.6,48.8
STU02481,Female,20,3.4,4.6,6.8,2.3,81.9,73.4,74.5,84.2
STU02482,Male,18,4.4,4.1,7.6,0.1,75.7,70.6,78.5,83.9
STU02483,Male,23,3.6,1.2,5.8,1.6,83.9,72.9,74.2,81.3
STU02484,Female,24,4.0,3.1,8.2,0.4,81.5,78.7,77.0,87.3
STU02485,Female,24,2.6,2.5,5.3,0.5,95.4,67.9,55.1,80.8
STU02486,Male,21,4.2,2.7,7.2,3.2,73.5,75.0,70.1,74.7
STU02487,Male,21,2.3,3.6,7.5,2.4,79.8,76.8,67.2,78.2
STU02488,Female,20,0.8,4.1,5.8,1.2,51.6,65.2,58.4,59.7
STU02489,Female,22,5.4,0.0,8.8,2.0,87.8,89.2,86.4,91.3
STU02490,Male,19,0.7,8.8,5.6,1.0,42.7,45.1,45.9,47.7
STU02491,Male,24,3.3,2.2,5.1,1.2,81.7,66.9,69.6,77.0
STU02492,Male,20,2.2,7.2,5.9,1.9,96.1,58.8,60.4,76.8
STU02493,Female,18,1.2,4.0,7.8,1.5,92.5,84.8,59.9,77.7
STU02494,Other,20,0.0,7.9,7.2,0.0,36.1,51.6,47.4,46.3
STU02495,Male,19,5.1,1.6,8.9,2.1,100.0,85.0,79.6,89.5
STU02496,Female,22,5.4,2.8,7.1,3.5,90.1,75.4,83.5,92.5
STU02497,Male,20,2.8,5.7,8.4,0.1,81.0,71.8,64.5,74.8
STU02498,Other,18,5.2,2.1,9.1,2.8,95.1,84.8,79.8,93.3
STU02499,Female,21,0.2,3.6,7.0,0.7,63.5,77.6,55.5,56.8
STU02500,Male,18,1.5,6.0,5.3,1.3,68.8,53.6,52.8,63.1
STU02501,Female,24,4.6,1.2,7.1,0.0,100.0,77.2,71.6,86.4
STU02502,Female,23,6.6,2.9,7.8,2.7,95.2,79.5,88.1,99.0
STU02503,Female,21,6.4,0.0,9.1,3.1,96.3,99.7,91.2,100.0
STU02504,Female,18,4.7,1.2,6.8,1.8,98.2,84.8,77.1,94.1
STU02505,Female,18,4.0,6.2,5.7,0.7,64.8,62.9,73.0,79.0
STU02506,Male,19,0.0,8.4,6.6,0.0,33.3,57.5,46.9,42.2
STU02507,Female,18,4.9,6.0,8.0,1.9,86.8,73.4,73.9,85.9
STU02508,Male,20,0.1,4.3,7.0,0.5,60.8,67.8,54.1,60.4
STU02509,Female,21,5.2,2.3,7.8,2.8,87.1,79.2,84.3,85.6
STU02510,Male,18,2.1,5.5,6.0,1.2,71.8,60.5,54.8,64.3
STU02511,Female,18,6.7,0.3,6.6,1.3,94.1,79.2,87.6,98.8
STU02512,Female,18,1.6,5.1,6.6,2.1,92.6,58.9,59.0,73.8
STU02513,Female,25,4.9,0.0,8.0,2.3,94.6,88.3,86.0,94.2
STU02514,Female,25,0.8,3.2,6.4,0.3,83.4,69.8,56.1,64.6
STU02515,Male,18,0.5,10.9,5.9,0.6,36.5,42.6,47.4,41.7
STU02516,Female,23,2.1,8.9,6.8,1.6,73.7,59.5,59.7,63.9
STU02517,Female,20,3.6,2.8,7.4,0.7,87.3,77.4,69.2,81.6
STU02518,Female,24,1.0,8.3,5.8,0.0,62.6,56.5,45.0,52.5
STU02519,Female,19,4.2,0.9,8.2,2.1,93.9,95.0,82.2,84.5
STU02520,Male,18,6.0,0.0,8.2,0.8,88.7,90.6,83.8,88.0
STU02521,Female,18,2.1,3.2,7.0,2.5,74.2,73.1,69.3,65.1
STU02522,Male,24,5.1,0.2,8.3,0.0,100.0,83.1,76.9,94.3
STU02523,Male,20,2.3,3.3,8.0,0.0,69.5,79.0,59.3,70.8
STU02524,Female,21,0.0,9.6,4.0,1.3,40.2,44.0,56.0,49.3
STU02525,Female,20,3.0,4.7,6.8,1.2,81.7,73.5,68.4,83.4
STU02526,Male,23,0.8,4.1,6.5,0.9,68.9,70.6,56.6,59.2
STU02527,Other,25,0.6,8.7,6.6,0.7,58.4,54.1,54.3,58.7
STU02528,Female,25,3.3,3.3,7.3,2.5,78.3,71.6,70.5,76.7
STU02529,Male,19,3.8,5.8,6.9,2.3,84.9,69.3,76.2,81.2
STU02530,Male,25,5.2,5.2,9.5,1.7,90.0,76.5,75.3,90.9
STU02531,Other,25,0.0,6.5,5.7,0.8,46.0,60.3,57.3,50.2
STU02532,Female,22,2.9,4.1,7.4,0.7,97.9,72.3,71.3,84.9
STU02533,Male,23,2.0,7.4,6.8,1.4,86.2,64.6,53.9,77.0
STU02534,Male,20,0.8,10.3,4.7,1.0,55.3,45.9,46.5,50.0
STU02535,Male,21,5.8,1.9,7.5,1.1,90.4,81.0,85.3,93.8
STU02536,Female,22,0.2,6.3,8.1,1.4,89.2,81.1,66.2,73.0
STU02537,Male,24,2.9,6.2,6.0,1.9,90.2,65.4,71.5,78.3
STU02538,Male,21,2.0,5.3,7.4,0.0,56.4,69.9,56.3,64.7
STU02539,Male,19,1.8,2.7,6.5,1.6,95.0,73.0,61.1,79.0
STU02540,Female,24,1.9,5.3,5.9,2.1,90.2,59.5,67.8,79.5
STU02541,Male,20,2.7,6.9,5.1,1.3,74.1,56.6,57.1,67.0
STU02542,Female,20,0.1,12.3,5.9,0.1,47.8,46.2,54.0,51.2
STU02543,Female,24,1.6,3.2,6.5,1.7,78.4,73.0,61.8,70.9
STU02544,Male,23,0.0,9.1,4.0,1.3,50.7,46.4,50.8,52.0
STU02545,Other,20,2.6,3.1,7.0,1.6,75.1,75.2,64.5,76.3
STU02546,Male,25,0.7,11.3,7.1,0.0,45.1,49.7,47.2,50.5
STU02547,Female,20,2.7,6.2,6.4,2.8,77.5,57.5,65.2,72.6
STU02548,Female,19,5.9,1.1,6.8,3.0,99.5,74.5,87.2,100.0
STU02549,Other,24,1.2,6.3,6.7,0.0,64.6,66.9,50.2,59.5
STU02550,Male,24,2.4,3.7,6.2,0.8,89.7,65.2,64.1,72.5
STU02551,Male,25,1.3,10.1,4.8,0.0,34.7,44.7,49.3,46.0
STU02552,Male,24,0.0,8.6,5.0,0.0,45.6,48.0,40.4,46.3
STU02553,Female,20,4.2,2.5,7.9,0.3,86.5,79.1,63.8,76.0
STU02554,Male,23,1.2,10.6,5.3,0.3,38.5,51.6,43.0,50.0
STU02555,Male,23,1.1,7.9,7.5,0.4,75.0,69.9,56.9,64.1
STU02556,Other,22,5.6,0.7,7.2,1.4,88.3,80.7,87.6,93.4
STU02557,Female,23,3.6,5.9,6.9,1.2,90.5,67.7,71.6,81.1
STU02558,Female,20,2.0,6.5,5.0,0.7,73.2,54.2,60.6,67.0
STU02559,Female,20,2.1,3.3,6.3,0.8,84.1,70.8,65.9,75.6
STU02560,Male,18,0.4,6.8,7.4,0.7,59.2,56.9,49.2,52.6
STU02561,Male,22,0.8,8.0,6.4,0.9,48.6,57.5,53.5,54.5
STU02562,Male,20,1.6,10.2,4.0,0.5,37.0,37.7,42.1,51.7
STU02563,Male,23,4.4,1.8,7.3,3.0,100.0,79.6,79.3,88.8
STU02564,Female,24,1.4,9.1,7.6,2.7,78.6,49.7,54.3,67.2
STU02565,Female,18,5.2,2.9,7.4,0.3,99.6,68.8,66.6,87.0
STU02566,Female,24,1.8,5.4,7.0,2.1,67.0,73.8,62.8,64.1
STU02567,Male,24,5.3,4.7,7.0,2.4,100.0,70.7,86.7,96.4
STU02568,Female,22,0.5,7.6,6.5,1.6,46.6,62.2,51.4,48.5
STU02569,Male,18,1.0,8.2,4.0,0.1,46.6,42.7,41.8,48.0
STU02570,Male,19,4.8,3.3,5.9,0.9,81.6,69.6,71.8,82.6
STU02571,Male,19,4.6,0.0,8.4,2.0,94.4,86.7,80.4,86.2
STU02572,Female,19,0.9,6.4,5.0,0.8,30.3,63.9,60.4,51.2
STU02573,Female,19,1.3,3.0,6.8,1.1,73.7,75.8,57.3,59.0
STU02574,Male,25,0.0,5.3,5.7,0.8,67.9,57.9,53.9,56.6
STU02575,Female,20,2.6,4.9,5.0,1.1,75.3,60.5,53.9,68.3
STU02576,Male,19,2.0,6.5,6.0,1.1,42.2,65.0,55.3,55.5
STU02577,Male,22,6.7,1.5,9.3,1.3,92.6,90.7,90.8,93.4
STU02578,Female,24,1.5,5.1,4.0,1.5,84.3,56.7,52.3,65.8
STU02579,Male,18,4.4,2.0,8.3,1.4,87.5,78.4,79.6,87.0
STU02580,Female,21,0.5,4.7,8.8,1.0,82.7,85.4,55.5,62.2
STU02581,Male,21,7.6,0.0,7.4,3.4,100.0,84.4,91.5,100.0
STU02582,Female,24,6.0,2.8,9.5,1.8,96.2,82.6,83.8,100.0
STU02583,Male,18,5.0,3.4,7.0,1.5,84.1,72.9,83.2,90.6
STU02584,Female,21,5.5,1.1,8.6,2.1,96.8,80.8,81.3,94.5
STU02585,Male,19,7.8,0.9,7.2,1.2,100.0,82.3,93.8,100.0
STU02586,Female,25,1.3,3.7,7.4,0.9,68.3,67.7,60.0,61.0
STU02587,Female,22,5.2,0.8,8.1,2.1,70.0,84.3,76.5,80.3
STU02588,Female,22,3.4,1.9,7.1,2.1,66.7,78.8,75.0,68.7
STU02589,Female,24,5.3,1.5,8.4,3.4,93.6,83.1,85.0,92.3
STU02590,Female,21,4.3,1.8,7.9,1.4,99.7,85.9,80.6,92.0
STU02591,Female,19,5.2,0.0,7.5,1.6,97.1,81.8,77.3,92.3
STU02592,Female,19,3.4,3.4,5.8,2.4,65.2,64.9,70.3,75.2
STU02593,Male,23,1.1,6.7,7.8,0.7,73.2,61.0,59.8,63.7
STU02594,Female,21,1.9,4.9,8.0,1.4,88.1,70.9,58.5,74.9
STU02595,Male,20,3.1,4.0,7.9,0.8,81.3,80.9,67.5,83.9
STU02596,Female,23,0.8,6.9,6.3,0.5,84.6,65.8,49.9,64.3
STU02597,Female,24,4.1,0.5,8.2,3.0,100.0,90.7,85.5,89.1
STU02598,Female,25,6.1,3.7,7.2,1.4,91.6,66.6,75.2,85.2
STU02599,Male,19,5.1,0.5,7.3,2.2,99.4,88.0,84.6,98.2
STU02600,Female,25,2.6,4.6,7.2,0.1,81.6,72.8,62.4,70.6
STU02601,Female,18,5.7,3.3,7.9,2.4,88.3,77.7,76.5,90.2
STU02602,Female,18,2.2,6.2,6.6,2.2,79.8,62.9,62.0,72.5
STU02603,Male,20,3.5,3.7,6.8,1.1,77.9,64.4,67.7,78.4
STU02604,Male,20,5.0,3.3,8.7,2.2,84.5,87.5,81.2,84.3
STU02605,Female,20,4.5,6.3,7.5,1.0,73.7,67.6,69.1,72.5
STU02606,Female,25,5.3,0.0,8.3,1.8,95.0,86.3,79.7,93.9
STU02607,Female,24,0.0,8.6,5.5,0.0,57.2,52.3,36.3,47.4
STU02608,Female,21,1.1,10.6,6.2,0.0,38.6,53.2,52.6,55.1
STU02609,Female,23,4.7,0.0,7.5,4.0,95.2,85.9,94.1,95.6
STU02610,Female,24,3.4,5.0,7.9,1.8,89.9,72.7,73.8,86.5
STU02611,Female,21,3.6,5.5,5.8,0.2,72.6,59.9,65.2,68.6
STU02612,Male,19,4.9,1.3,4.7,2.5,93.2,71.5,75.1,92.2
STU02613,Male,24,4.3,0.9,5.6,1.2,73.2,76.9,77.7,73.8
STU02614,Female,21,2.1,10.3,6.1,0.0,47.1,49.9,53.8,52.8
STU02615,Female,21,1.4,3.7,6.8,0.7,63.3,76.4,58.3,62.2
STU02616,Male,25,3.1,9.5,5.2,0.1,71.9,47.0,56.3,67.2
STU02617,Male,19,0.8,7.6,5.8,0.3,72.5,55.0,57.5,65.0
STU02618,Female,24,2.8,3.7,8.1,2.5,77.6,72.3,64.0,73.1
STU02619,Female,19,5.8,1.6,9.1,3.5,88.3,91.2,88.0,90.7
STU02620,Male,19,1.2,8.2,5.3,0.4,77.9,52.9,52.3,63.3
STU02621,Female,20,2.1,6.7,6.4,0.1,51.7,64.1,58.0,55.8
STU02622,Male,24,4.9,1.2,7.2,1.3,100.0,84.9,79.2,94.2
STU02623,Male,23,0.8,6.2,6.3,2.8,55.7,69.8,58.6,56.3
STU02624,Male,23,1.5,6.0,7.5,0.0,63.0,66.1,63.4,61.6
STU02625,Male,21,2.7,4.1,7.6,2.1,81.7,75.4,66.3,78.6
STU02626,Female,22,3.2,4.2,6.7,1.6,82.9,76.6,70.8,83.9
STU02627,Female,21,4.8,0.4,9.4,1.9,100.0,87.3,80.1,94.4
STU02628,Male,20,6.5,2.4,8.4,1.7,91.0,80.4,86.8,94.7
STU02629,Male,25,2.3,3.9,6.4,1.4,78.9,66.7,56.7,68.0
STU02630,Male,21,3.9,3.9,6.6,0.9,86.7,68.2,74.5,82.8
STU02631,Male,24,0.4,6.7,7.6,1.1,67.4,73.3,51.9,53.9
STU02632,Female,24,1.3,8.9,6.0,0.0,52.0,55.7,59.8,54.4
STU02633,Male,21,0.0,4.7,7.9,2.8,60.5,82.4,62.3,56.2
STU02634,Female,25,2.4,3.7,6.7,1.4,88.1,73.0,66.4,74.1
STU02635,Female,20,4.3,4.4,8.6,0.0,82.5,82.7,68.9,78.1
STU02636,Male,25,5.9,0.6,7.2,1.8,95.8,79.0,77.2,95.1
STU02637,Female,24,1.7,7.8,6.8,0.0,71.8,54.7,53.1,63.4
STU02638,Male,24,5.1,4.0,5.8,0.2,59.1,71.5,75.0,73.2
STU02639,Male,24,2.7,5.0,7.1,1.5,83.1,69.8,69.6,72.4
STU02640,Male,20,0.5,10.3,5.2,0.0,52.8,50.4,49.6,54.3
STU02641,Female,22,5.3,3.3,6.4,1.7,93.6,66.0,75.0,88.5
STU02642,Other,20,1.0,7.7,6.9,1.6,78.1,60.7,54.6,63.4
STU02643,Female,22,1.1,4.8,9.5,0.9,60.8,82.4,60.2,62.5
STU02644,Other,19,7.5,1.5,7.8,1.1,89.9,84.4,88.7,100.0
STU02645,Female,21,2.0,5.6,6.3,0.5,55.3,61.8,64.4,63.8
STU02646,Male,25,0.0,5.2,5.2,0.0,50.0,62.1,50.4,52.5
STU02647,Male,18,2.6,0.6,7.2,1.4,83.0,79.2,65.7,78.1
STU02648,Male,18,3.5,5.5,6.4,1.6,83.6,69.5,75.3,79.9
STU02649,Female,22,0.9,7.0,4.6,0.8,56.3,53.4,52.8,53.4
STU02650,Female,18,2.8,3.9,7.7,2.1,89.6,77.0,62.3,75.8
STU02651,Female,20,1.6,3.4,8.3,0.8,100.0,81.5,60.7,78.1
STU02652,Female,23,1.9,11.9,4.4,1.5,40.4,36.8,52.6,51.4
STU02653,Female,23,0.0,10.2,5.9,0.0,37.7,57.7,47.7,52.3
STU02654,Female,22,1.4,6.9,6.2,1.2,61.2,56.5,58.4,64.6
STU02655,Other,21,1.6,4.3,5.2,0.0,77.9,53.8,53.1,69.1
STU02656,Female,23,2.6,10.1,5.0,0.8,56.7,39.2,48.6,52.7
STU02657,Male,18,1.6,2.0,6.9,1.1,98.6,76.2,59.7,76.8
STU02658,Male,22,5.6,2.5,8.3,0.4,87.3,82.3,75.2,89.3
STU02659,Female,20,4.5,2.3,8.6,1.2,93.1,81.5,77.3,85.8
STU02660,Female,21,2.9,3.3,7.4,0.5,88.1,73.7,67.6,70.1
STU02661,Female,23,1.0,6.1,6.1,0.0,89.2,60.9,57.3,63.2
STU02662,Other,20,4.4,0.7,8.0,0.9,80.6,82.6,78.3,83.7
STU02663,Male,21,1.3,7.4,5.5,0.7,40.6,45.2,50.5,49.9
STU02664,Other,25,0.0,8.7,4.8,0.5,34.1,52.4,53.6,39.7
STU02665,Male,20,0.0,7.8,4.2,0.8,33.9,44.9,43.2,38.0
STU02666,Female,20,3.4,1.2,7.1,2.2,84.9,81.6,72.7,79.8
STU02667,Female,24,3.4,2.0,5.0,1.0,86.3,73.6,69.1,80.4
STU02668,Male,21,4.2,0.7,8.3,0.3,100.0,82.6,64.1,80.3
STU02669,Male,18,0.7,7.8,6.6,2.3,55.7,64.7,63.6,62.1
STU02670,Female,18,1.6,8.8,5.2,2.1,44.5,50.1,57.2,47.3
STU02671,Other,22,0.0,12.3,5.2,0.8,46.5,43.4,42.3,37.4
STU02672,Female,19,3.6,0.0,7.9,1.9,71.8,84.1,81.1,81.3
STU02673,Female,19,0.3,7.7,6.5,0.0,52.7,66.1,52.1,49.8
STU02674,Male,24,4.1,1.3,7.4,2.9,93.9,77.5,68.3,83.6
STU02675,Male,18,0.1,7.6,5.7,0.2,43.3,52.3,43.9,49.9
STU02676,Female,21,5.9,2.0,6.9,2.1,100.0,77.0,88.1,100.0
STU02677,Female,18,1.4,11.8,6.3,0.4,47.2,47.1,53.1,51.6
STU02678,Female,20,0.0,8.8,5.3,1.1,41.1,54.5,49.8,42.2
STU02679,Female,21,0.6,10.9,6.8,0.0,38.5,47.5,51.9,54.7
STU02680,Female,21,2.8,3.6,7.9,1.5,96.3,75.1,63.1,77.2
STU02681,Male,20,1.5,8.8,7.2,0.6,55.6,62.6,48.5,59.2
STU02682,Female,21,3.5,12.6,5.1,0.6,53.5,39.1,63.1,63.1
STU02683,Female,20,8.1,0.0,8.5,1.8,99.7,90.6,94.9,100.0
STU02684,Male,24,0.8,6.8,6.5,0.9,70.1,58.3,54.3,59.5
STU02685,Male,25,6.7,0.1,7.5,1.1,95.0,82.1,91.4,100.0
STU02686,Female,20,6.6,0.0,7.5,3.2,91.9,85.8,88.9,100.0
STU02687,Male,25,2.7,8.3,4.0,1.1,77.0,51.5,61.6,75.9
STU02688,Male,18,0.9,6.4,5.7,1.4,76.9,53.4,48.6,62.3
STU02689,Female,19,0.5,8.8,5.4,0.3,46.3,49.7,43.7,46.5
STU02690,Male,18,5.6,2.9,9.0,3.0,99.8,89.3,77.0,92.3
STU02691,Female,25,0.0,9.3,5.9,0.5,34.3,58.3,51.5,48.4
STU02692,Female,23,1.3,8.7,4.1,0.0,43.9,49.1,44.4,54.4
STU02693,Male,24,2.7,4.7,6.4,1.3,77.0,70.4,69.8,74.2
STU02694,Male,21,3.8,5.4,5.8,1.2,84.9,64.1,68.2,74.7
STU02695,Male,25,0.0,10.0,5.9,0.5,39.8,51.6,46.0,43.9
STU02696,Male,21,0.0,6.6,4.6,1.5,58.4,51.0,47.9,51.2
STU02697,Male,25,6.8,0.1,8.5,0.5,94.3,88.4,86.1,98.3
STU02698,Female,19,0.0,6.8,5.7,0.0,42.9,65.4,46.5,47.5
STU02699,Male,21,1.4,8.8,7.2,0.2,41.8,61.9,53.1,54.9
STU02700,Female,23,3.6,4.7,8.5,2.0,90.2,75.7,80.5,84.6
STU02701,Female,22,2.1,9.1,5.4,2.4,38.7,53.1,55.7,53.3
STU02702,Female,21,0.0,7.7,6.1,0.8,44.5,57.1,44.4,45.6
STU02703,Female,20,4.1,3.4,5.4,2.1,80.6,65.2,72.1,73.5
STU02704,Female,23,1.9,1.2,6.7,1.8,81.8,83.6,68.9,72.9
STU02705,Female,20,3.7,1.8,6.8,1.2,100.0,77.5,71.6,87.1
STU02706,Male,22,0.0,10.0,5.7,0.9,44.4,52.6,45.4,43.7
STU02707,Male,24,0.9,9.8,5.2,0.5,30.5,49.7,49.0,46.0
STU02708,Male,20,1.1,5.8,4.0,0.9,86.4,53.8,60.2,73.8
STU02709,Male,21,1.4,6.0,6.8,0.5,71.1,62.1,52.1,66.3
STU02710,Male,18,1.5,7.3,6.3,1.2,78.0,66.2,58.4,72.6
STU02711,Male,19,0.0,11.0,4.0,0.0,44.3,37.5,36.4,45.0
STU02712,Male,19,0.0,10.4,5.0,0.0,49.0,42.0,46.9,50.6
STU02713,Male,22,2.1,4.7,7.6,1.7,80.3,74.0,66.8,73.5
STU02714,Male,22,0.7,9.1,6.8,1.6,60.9,61.8,49.0,56.4
STU02715,Female,19,3.2,2.4,7.9,1.0,77.6,82.9,68.8,72.8
STU02716,Female,24,6.6,0.6,7.9,2.4,94.9,87.8,88.1,99.8
STU02717,Male,25,3.9,5.7,7.0,1.1,64.1,69.0,63.1,63.6
STU02718,Male,18,4.3,4.6,6.0,1.6,86.0,71.9,76.0,86.6
STU02719,Other,19,5.6,3.1,8.9,1.7,96.8,82.8,80.1,90.4
STU02720,Female,22,2.0,4.3,7.8,0.6,70.4,78.2,64.6,69.9
STU02721,Female,21,5.2,0.0,8.6,1.3,94.8,88.1,83.3,97.0
STU02722,Male,22,0.0,8.2,5.2,0.6,42.3,54.7,52.1,54.1
STU02723,Female,18,1.4,9.0,6.8,0.5,37.3,52.2,54.5,52.5
STU02724,Female,21,1.2,6.5,6.4,0.9,63.3,59.7,48.7,55.3
STU02725,Male,25,6.1,1.9,5.0,1.3,92.1,62.9,67.3,94.2
STU02726,Female,21,0.0,9.6,5.9,0.0,52.7,51.5,50.2,49.8
STU02727,Male,25,2.6,7.0,5.5,0.0,65.5,55.4,61.6,66.7
STU02728,Female,20,6.3,0.8,8.6,1.5,100.0,87.2,80.9,96.5
STU02729,Female,20,3.2,3.0,7.1,1.8,75.4,73.5,61.3,67.8
STU02730,Other,25,2.9,1.0,5.9,2.7,86.7,69.2,62.4,72.7
STU02731,Female,20,0.0,9.0,4.7,0.0,45.5,51.3,47.9,48.2
STU02732,Female,22,1.2,2.0,7.8,2.0,72.7,77.5,62.8,66.7
STU02733,Male,21,3.3,3.2,6.1,0.0,77.8,75.9,63.8,79.0
STU02734,Male,23,3.6,5.4,7.4,1.6,81.3,68.9,68.7,78.1
STU02735,Female,22,2.6,5.4,8.6,0.4,82.8,76.3,59.1,68.6
STU02736,Female,24,3.7,0.7,7.3,2.2,85.1,81.1,72.8,86.6
STU02737,Male,22,2.8,1.4,6.1,1.9,83.0,74.4,67.4,73.3
STU02738,Male,22,6.4,0.8,8.5,1.5,88.0,93.1,85.2,92.7
STU02739,Male,18,3.3,3.2,6.1,2.6,86.1,68.4,76.2,83.3
STU02740,Female,20,0.0,10.1,6.8,0.2,51.4,59.4,50.7,56.5
STU02741,Male,19,5.4,0.0,8.6,2.5,100.0,83.2,80.9,99.2
STU02742,Female,23,2.8,3.0,8.3,2.1,78.3,83.3,66.4,75.5
STU02743,Male,22,1.4,5.6,5.1,0.6,64.0,61.2,52.6,59.7
STU02744,Female,23,0.0,9.5,4.9,0.4,48.3,49.0,40.1,40.3
STU02745,Male,24,2.7,3.9,7.3,0.3,79.5,72.0,63.2,78.0
STU02746,Female,25,0.0,8.8,6.2,0.0,56.2,61.4,40.6,46.9
STU02747,Male,22,7.6,0.0,7.8,1.2,95.3,84.9,84.6,99.4
STU02748,Female,21,1.7,0.0,7.7,0.0,84.0,86.0,65.0,76.6
STU02749,Female,24,1.1,4.1,7.7,2.2,91.9,77.8,63.2,70.4
STU02750,Male,22,0.5,7.9,5.9,0.4,64.1,63.4,47.5,54.1
STU02751,Female,25,1.1,7.3,7.9,1.4,77.8,68.3,62.6,65.0
STU02752,Other,22,0.7,8.1,5.4,2.0,59.5,52.2,45.9,54.3
STU02753,Male,18,4.5,1.7,8.8,2.7,100.0,87.3,85.4,92.1
STU02754,Other,25,4.8,2.2,7.8,1.7,83.3,81.5,81.5,86.3
STU02755,Male,18,5.6,3.1,8.0,1.4,85.9,87.2,84.8,85.9
STU02756,Male,18,2.5,7.2,4.1,1.6,37.5,49.7,59.8,54.5
STU02757,Female,24,0.9,3.4,7.0,0.3,70.4,73.1,55.5,60.4
STU02758,Female,18,5.3,0.0,7.6,1.2,88.8,86.5,80.5,91.6
STU02759,Male,18,2.0,2.3,6.0,0.9,75.1,70.5,70.6,71.7
STU02760,Male,20,1.2,9.7,6.3,0.8,42.9,57.7,43.1,47.1
STU02761,Female,25,3.1,4.3,8.4,0.4,89.4,82.8,68.6,78.6
STU02762,Male,23,5.5,1.2,6.6,1.9,92.5,74.2,76.6,86.6
STU02763,Female,24,4.4,1.8,6.7,1.4,91.0,71.4,74.4,80.1
STU02764,Other,23,3.9,4.3,9.2,2.9,74.6,88.1,82.0,75.5
STU02765,Female,18,5.4,0.1,7.3,2.9,81.1,80.4,85.7,87.7
STU02766,Male,20,0.0,10.4,6.0,0.0,41.7,46.5,45.6,47.3
STU02767,Male,24,6.3,0.0,6.8,2.1,100.0,80.2,81.6,93.7
STU02768,Female,19,5.5,0.1,7.1,2.2,97.1,81.2,82.6,92.3
STU02769,Female,19,2.6,5.0,7.3,1.0,93.7,69.2,60.2,81.4
STU02770,Male,21,5.6,1.4,9.1,1.6,92.3,87.9,78.7,90.6
STU02771,Female,19,4.7,3.5,8.7,2.3,87.4,83.6,72.1,84.7
STU02772,Female,23,2.9,6.1,7.4,0.7,88.6,67.5,62.5,74.9
STU02773,Female,19,5.8,0.8,9.2,2.9,98.4,82.3,79.4,99.2
STU02774,Female,20,7.1,2.5,7.7,2.9,100.0,85.4,93.9,100.0
STU02775,Male,21,2.6,1.9,7.3,0.9,76.4,72.3,68.4,76.9
STU02776,Female,25,2.4,4.7,7.1,2.8,73.9,71.1,67.1,72.1
STU02777,Female,21,5.0,2.5,6.1,1.6,94.4,68.7,71.7,90.0
STU02778,Female,19,4.2,1.7,6.9,2.6,100.0,81.1,80.7,90.8
STU02779,Female,19,5.9,0.9,7.3,2.4,93.6,81.3,78.2,94.7
STU02780,Male,19,2.9,5.1,8.4,1.3,78.0,80.6,71.4,79.6
STU02781,Male,18,1.2,6.5,6.5,2.1,65.0,67.2,59.0,63.9
